,0,1,2,3
2590,hearing,"слух, слушание, разбирательство",[ˈhɪərɪŋ],[ˈhɪrɪŋ]
2591,candid,"искренний, прямой, беспристрастный, откровенный",[ˈkæn.dɪd],[ˈkæn.dɪd]
2592,mechanism,"механизм, устройство, аппарат",[ˈmek.ə.nɪ.zəm],[ˈmek.ə.nɪ.zəm]
2593,testing,тестирование,[ˈtes.tɪŋ],[ˈtes.tɪŋ]
2594,confess,признаться,[kənˈfes],[kənˈfes]
2595,moose,"американский лось, лось",[muːs],[muːs]
2596,shareholder,акционер,[ˈʃeəˌhəʊl.dər],[ˈʃerˌhoʊl.dɚ]
2597,slender,стройный,[ˈslen.dər],[-dɚ]
2598,religious,"религиозный, верующий, культовый",[rɪˈlɪdʒəs],[rɪˈlɪdʒəs]
2599,chap,"парень, малый, трещина, глава",[tʃæp],[tʃæp]
2600,precise,"точный, четкий, аккуратный",[prɪˈsaɪs],[prɪˈsaɪs]
2601,behind,"за, позади, сзади",[bɪˈhaɪnd],[bɪˈhaɪnd]
2602,digest,переваривать,[daɪˈdʒest],[daɪˈdʒest]
2603,tonight,сегодня ночью,[təˈnaɪt],[təˈnaɪt]
2604,allocate,выделить,[ˈæl.ə.keɪt],[ˈæl.ə.keɪt]
2605,slash,"хлестать, сокращать, снижать, слэш",[slæʃ],[slæʃ]
2606,curve,кривая,[kɜːv],[kɜːrv]
2607,rear,тыл,[rɪə(r)],[rɪr]
2608,designer,дизайнер,[dɪˈzaɪ.nər],[-nɚ]
2609,employ,"использовать, применять, нанимать, нанять",[ɪmˈplɔɪ],[ɪmˈplɔɪ]
2610,accurate,точный,[ˈækjərət],[ˈækjərət]
2611,dagger,кинжал,[ˈdæɡ.ər],[-ɚ]
2612,district,"район, округ, участок",[ˈdɪstrɪkt],[ˈdɪstrɪkt]
2613,recognize,признать,[ˈrekəɡnaɪz],[ˈrekəɡnaɪz]
2614,French,французский язык,[frentʃ],[frentʃ]
2615,bedroom,"спальня, Спальня",[ˈbedruːm],[ˈbedruːm]
2616,adviser,советник,[ədˈvaɪ.zər],[-zɚ]
2617,institution,учреждение,[ˌɪnstɪˈtjuːʃn],[ˌɪnstɪˈtuːʃn]
2618,cozy,"уютный, удобный, укромный",[ˈkəʊ.zi],[ˈkoʊ-]
2619,comprise,"содержать, включать, охватывать",[kəmˈpraɪz],[kəmˈpraɪz]
2620,eloquent,красноречивый,[ˈel.ə.kwənt],[ˈel.ə.kwənt]
2621,study,исследование,[ˈstʌdi],[ˈstʌdi]
2622,per,на,[pə(r)],[pər]
2623,suspicious,подозрительно,[səˈspɪʃəs],[səˈspɪʃəs]
2624,complete,полный,[kəmˈpliːt],[kəmˈpliːt]
2625,strategy,стратегия,[ˈstrætədʒi],[ˈstrætədʒi]
2626,infant,"младенец, ребенок, дитя",[ˈɪn.fənt],[ˈɪn.fənt]
2627,society,"общество, общественность, свет",[səˈsaɪəti],[səˈsaɪəti]
2628,collect,собирать,[kəˈlekt],[kəˈlekt]
2629,brake,тормозить,[breɪk],[breɪk]
2630,endanger,подвергать опасности,[ɪnˈdeɪn.dʒər],[-dʒɚ]
2631,liable,ответственный,[ˈlaɪ.ə.bl̩],[ˈlaɪ.ə.bl̩]
2632,necessarily,"обязательно, неизбежно, непременно",[ˌnesəˈserəli],[ˈnesəsərəli]
2633,ancestor,"предок, прародитель, предшествующий владелец",[ˈæn.ses.tər],[-tɚ]
2634,Gypsy,"цыганский, цыган, цыганка, Цыганский",[ˈdʒɪp.si],[ˈdʒɪp.si]
2635,yes,да,[jes],[jes]
2636,creed,"кредо, символ веры, вероучение",[kriːd],[kriːd]
2637,mark,"оценка, знак, отметка",[mɑːk],[mɑːrk]
2638,criticize,"критиковать, осуждать, подвергать суровой критике",[ˈkrɪtɪsaɪz],[ˈkrɪtɪsaɪz]
2639,rite,обряд,[raɪt],[raɪt]
2640,entail,влекут за собой,[ɪnˈteɪl],[ɪnˈteɪl]
2641,hay,"сено, сенной, заготавливать сено",[heɪ],[heɪ]
2642,income,доход,[ˈɪnkʌm],[ˈɪnkʌm]
2643,sign,подписать,[saɪn],[saɪn]
2644,drown,"тонуть, топить, заглушать, утонуть",[draʊn],[draʊn]
2645,redeem,"выкупать, искупать, избавлять",[rɪˈdiːm],[rɪˈdiːm]
2646,thunder,гром,[ˈθʌn.dər],[-dɚ]
2647,triple,"тройной, троекратный, утроенный",[ˈtrɪp.l̩],[ˈtrɪp.l̩]
2648,seize,воспользоваться,[siːz],[siːz]
2649,kindergarten,"детский сад, детсад, детсадовский",[ˈkɪn.dəˌɡɑː.tən],[-dɚˌɡɑːr-]
2650,standing,стоя,[ˈstæn.dɪŋ],[ˈstæn.dɪŋ]
2651,away,"далеко, прочь, вон",[əˈweɪ],[əˈweɪ]
2652,loot,"грабить, погромить, уносить добычу, добыча",[luːt],[luːt]
2653,currently,В настоящее время,[ˈkʌrəntli],[ˈkɜːrəntli]
2654,bliss,блаженство,[blɪs],[blɪs]
2655,oak,дуб,[əʊk],[oʊk]
2656,relish,наслаждаться,[ˈrel.ɪʃ],[ˈrel.ɪʃ]
2657,dome,"купол, свод, колпак",[dəʊm],[doʊm]
2658,commonwealth,содружество,[ˈkɒm.ən.welθ],[ˈkɑː.mən-]
2659,dilute,"разбавленный, разведенный, ослабленный, разбавлять",[daɪˈluːt],[daɪˈluːt]
2660,occur,"происходить, иметь место, встречаться",[əˈkɜː(r)],[əˈkɜːr]
2661,aggressive,"агрессивный, энергичный, настойчивый",[əˈɡresɪv],[əˈɡresɪv]
2662,aggravate,"обострять, усугублять, ухудшать",[ˈæɡ.rə.veɪt],[ˈæɡ.rə.veɪt]
2663,squeal,"визг, пронзительный крик, доносчик",[skwiːl],[skwiːl]
2664,forge,ковать,[fɔːdʒ],[fɔːrdʒ]
2665,exciting,захватывающий,[ɪkˈsaɪtɪŋ],[ɪkˈsaɪtɪŋ]
2666,wipe,"протирать, вытирать, замахнуться, протереть",[waɪp],[waɪp]
2667,label,"этикетка, ярлык, метка",[ˈleɪbl],[ˈleɪbl]
2668,inquiry,"запрос, спрос, дознание",[ɪnˈkwaɪə.ri],[ˈɪŋ.kwɚ.i]
2669,feeling,"чувство, ощущение, впечатление",[ˈfiːlɪŋ],[ˈfiːlɪŋ]
2670,coward,"трус, трусливый, малодушный",[ˈkaʊ.əd],[ˈkaʊ.ɚd]
2671,editor,редактор,[ˈedɪtə(r)],[ˈedɪtər]
2672,bowel,кишечник,[ˈbaʊ.əl],[baʊəl]
2673,oats,овес,[əʊts],[oʊts]
2674,politics,политика,[ˈpɒlətɪks],[ˈpɑːlətɪks]
2675,upset,рассториться,[ʌpˈset],[ʌpˈset]
2676,chairman,председатель,[ˈtʃeəmən],[ˈtʃermən]
2677,terminal,"терминал, клемма, вокзал, Терминал",[ˈtɜː.mɪ.nəl],[ˈtɝː-]
2678,tub,"ванна, кадка, бак",[tʌb],[tʌb]
2679,criticism,"критика, критицизм, критический разбор",[ˈkrɪtɪsɪzəm],[ˈkrɪtɪsɪzəm]
2680,extend,"продлить, расширять, продлевать",[ɪkˈstend],[ɪkˈstend]
2681,subsidiary,"филиал, вспомогательный, дополнительный, дочернее предприятие",[səbˈsɪd.i.ər.i],[-er-]
2682,buyer,покупатель,[ˈbaɪə(r)],[ˈbaɪər]
2683,breach,нарушение,[briːtʃ],[briːtʃ]
2684,pristine,первозданный,[ˈprɪs.tiːn],[prɪˈstiːn]
2685,scene,"сцена, картина, эпизод",[siːn],[siːn]
2686,death,смерть,[deθ],[deθ]
2687,turtle,черепаха,[ˈtɜː.tl̩],[ˈtɝː.t̬l̩]
2688,around,вокруг,[əˈraʊnd],[əˈraʊnd]
2689,potentially,потенциально,[pəˈten.ʃəl.i],[poʊ-]
2690,prop,опора,[prɒp],[prɑːp]
2691,continued,продолжение,[kənˈtɪn.juːd],[kənˈtɪn.juːd]
2692,bid,ставка,[bɪd],[bɪd]
2693,sequence,"последовательность, ряд, эпизод",[ˈsiː.kwəns],[ˈsiː.kwəns]
2694,treat,"удовольствие, угощение, развлечение, рассматривать",[triːt],[triːt]
2695,growl,рычать,[ɡraʊl],[ɡraʊl]
2696,motor,мотор,[ˈməʊtə(r)],[ˈmoʊtər]
2697,constantly,"постоянно, часто, то и дело",[ˈkɒnstəntli],[ˈkɑːnstəntli]
2698,tender,нежный,[ˈten.dər],[-dɚ]
2699,fitness,"фитнес, пригодность, приспособленность",[ˈfɪt.nəs],[ˈfɪt.nəs]
2700,engaged,помолвлен,[ɪnˈɡeɪdʒd],[ɪnˈɡeɪdʒd]
2701,property,"свойство, собственность, имущество",[ˈprɒpəti],[ˈprɑːpərti]
2702,hitch,"заминка, помеха, препятствие",[hɪtʃ],[hɪtʃ]
2703,bog,болото,[bɒɡ],[bɑːɡ]
2704,upright,прямо,[ˈʌp.raɪt],[ˈʌp.raɪt]
2705,gulf,залив,[ɡʌlf],[ɡʌlf]
2706,computer,компьютер,[kəmˈpjuːtə(r)],[kəmˈpjuːtər]
2707,boil,кипятить,[bɔɪl],[bɔɪl]
2708,bride,невеста,[braɪd],[braɪd]
2709,institutional,"институционный, институциональный",[ˌɪn.stɪˈtjuː.ʃən.əl],[-ˈtuː-]
2710,shake,встряхнуть,[ʃeɪk],[ʃeɪk]
2711,brand,марка,[brænd],[brænd]
2712,bum,бомж,[bʌm],[bʌm]
2713,quietly,тихо,[ˈkwaɪət.li],[ˈkwaɪət.li]
2714,halve,"сокращать наполовину, делить пополам, уменьшать наполовину",[hɑːv],[hæv]
2715,spawn,порождать,[spɔːn],[spɑːn]
2716,fully,от корки до корки,[ˈfʊli],[ˈfʊli]
2717,pee,пописать,[piː],[piː]
2718,violation,нарушение,[ˌvaɪəˈleɪ.ʃən],[ˌvaɪəˈleɪ.ʃən]
2719,inject,вводить,[ɪnˈdʒekt],[ɪnˈdʒekt]
2720,spotlight,"прожектор, центр внимания, прожектор для подсветки",[ˈspɒt.laɪt],[ˈspɑːt-]
2721,manage,управлять,[ˈmænɪdʒ],[ˈmænɪdʒ]
2722,metal,"металл, щебень, гарт",[ˈmetl],[ˈmetl]
2723,percentage,процент,[pəˈsen.tɪdʒ],[pɚˈsen.t̬ɪdʒ]
2724,raisin,изюм,[ˈreɪ.zən],[ˈreɪ.zən]
2725,tense,время,[tens],[tens]
2726,smash,разбить,[smæʃ],[smæʃ]
2727,limb,конечность,[lɪm],[lɪm]
2728,typical,типичный,[ˈtɪpɪkl],[ˈtɪpɪkl]
2729,velvet,бархат,[ˈvel.vɪt],[ˈvel.vɪt]
2730,backdrop,фон,[ˈbæk.drɒp],[-drɑːp]
2731,pick,выбирать,[pɪk],[pɪk]
2732,gospel,Евангелие,[ˈɡɒs.pəl],[ˈɡɑː.spəl]
2733,sludge,ил,[slʌdʒ],[slʌdʒ]
2734,albeit,хотя,[ɔːlˈbiː.ɪt],[ɑːl-]
2735,poetry,"поэзия, стихи, поэтичность",[ˈpəʊətri],[ˈpoʊətri]
2736,gratify,удовлетворять,[ˈɡræt.ɪ.faɪ],[ˈɡræt̬.ə-]
2737,suffice,хватит,[səˈfaɪs],[səˈfaɪs]
2738,deceive,обмануть,[dɪˈsiːv],[dɪˈsiːv]
2739,entitle,давать право,[ɪnˈtaɪtl],[ɪnˈtaɪtl]
2740,a,а,[eɪ],[eɪ]
2741,brim,край,[brɪm],[brɪm]
2742,violin,"скрипка, скрипач",[ˌvaɪəˈlɪn],[ˌvaɪəˈlɪn]
2743,binge,выпивка,[bɪndʒ],[bɪndʒ]
2744,approval,"утверждение, одобрение, согласие",[əˈpruːvl],[əˈpruːvl]
2745,mine,шахта,[maɪn],[maɪn]
2746,sew,шить,[səʊ],[soʊ]
2747,recall,отзыв,[rɪˈkɔːl],[rɪˈkɔːl]
2748,index,индекс,[ˈɪndeks],[ˈɪndeks]
2749,circle,круг,[ˈsɜːkl],[ˈsɜːrkl]
2750,sway,качаться,[sweɪ],[sweɪ]
2751,luck,"удача, счастье, везение",[lʌk],[lʌk]
2752,beef,говядина,[biːf],[biːf]
2753,wrinkle,"морщина, складка, полезный совет, морщинка",[ˈrɪŋ.kl̩],[ˈrɪŋ.kl̩]
2754,overhear,подслушивать,[ˌəʊ.vəˈhɪər],[ˌoʊ.vɚˈhɪr]
2755,permanent,постоянный,[ˈpɜːmənənt],[ˈpɜːrmənənt]
2756,conquest,завоевание,[ˈkɒŋ.kwest],[ˈkɑːŋ-]
2757,type,тип,[taɪp],[taɪp]
2758,piss,"моча, ссаки, ссать",[pɪs],[pɪs]
2759,smile,"улыбка, благоволение, улыбаться",[smaɪl],[smaɪl]
2760,usual,"обычный, обыкновенный, всегдашний",[ˈjuːʒuəl],[ˈjuːʒuəl]
2761,sugar,сахар,[ˈʃʊɡə(r)],[ˈʃʊɡər]
2762,manufacture,производство,[ˌmænjuˈfæktʃə(r)],[ˌmænjuˈfæktʃər]
2763,giggle,"хихикать, хихиканье",[ˈɡɪɡ.l̩],[ˈɡɪɡ.l̩]
2764,blink,мигать,[blɪŋk],[blɪŋk]
2765,erect,возводить,[ɪˈrekt],[ɪˈrekt]
2766,alert,предупреждение,[əˈlɜːt],[-ˈlɝːt]
2767,electricity,электричество,[ɪˌlekˈtrɪsəti],[ɪˌlekˈtrɪsəti]
2768,reserved,зарезервированный,[rɪˈzɜːvd],[rɪˈzɜːrvd]
2769,person,человек,[ˈpɜːsn],[ˈpɜːrsn]
2770,funding,"субсидирование, финансирование",[ˈfʌn.dɪŋ],[ˈfʌn.dɪŋ]
2771,deviate,"отклоняться, отступать, уклоняться",[ˈdiː.vi.eɪt],[ˌdiː.viˈeɪ.ʃən]
2772,content,содержание,[ˈkɒntent],[ˈkɑːntent]
2773,hurry,торопиться,[ˈhʌri],[ˈhɜːri]
2774,strict,строгий,[strɪkt],[strɪkt]
2775,array,"множество, матрица, масса, массив",[əˈreɪ],[əˈreɪ]
2776,inquire,"спрашивать, исследовать, узнавать",[ɪnˈkwaɪər],[-ˈkwaɪr]
2777,glory,слава,[ˈɡlɔː.ri],[ˈɡlɔːr.i]
2778,slant,"уклон, скос, взгляд, наклонный",[slɑːnt],[slænt]
2779,country,страна,[ˈkʌntri],[ˈkʌntri]
2780,handsome,красивый,[ˈhæn.səm],[ˈhæn.səm]
2781,existence,"существование, наличие, бытие",[ɪɡˈzɪstəns],[ɪɡˈzɪstəns]
2782,shit,"дерьмо, говно, дрисня",[ʃɪt],[ʃɪt]
2783,tragedy,трагедия,[ˈtrædʒ.ə.di],[ˈtrædʒ.ə.di]
2784,loop,петля,[luːp],[luːp]
2785,arrow,стрелка,[ˈærəʊ],[ˈæroʊ]
2786,tell,"сказать, рассказывать, говорить, рассказать",[tel],[tel]
2787,create,Создайте,[kriˈeɪt],[kriˈeɪt]
2788,rotten,гнилой,[ˈrɒt.ən],[ˈrɑː.tən]
2789,report,отчет,[rɪˈpɔːt],[rɪˈpɔːrt]
2790,chemical,химический,[ˈkemɪkl],[ˈkemɪkl]
2791,coffee,кофе,[ˈkɒfi],[ˈkɔːfi]
2792,producer,режиссер,[prəˈdjuːsə(r)],[prəˈduːsər]
2793,remnant,остаток,[ˈrem.nənt],[ˈrem.nənt]
2794,well,хорошо,[wel],[wel]
2795,whom,"кого, кому, которого",[huːm],[huːm]
2796,heed,"внимание, осторожность, обращать внимание, прислушиваться",[hiːd],[hiːd]
2797,Christmas,Рождество,[ˈkrɪs.məs],[ˈkrɪs.məs]
2798,rescue,спасение,[ˈreskjuː],[ˈreskjuː]
2799,vice,вице,[vaɪs],[vaɪs]
2800,bracket,скобка,[ˈbræk.ɪt],[ˈbræk.ɪt]
2801,hit,"хит, удар, попадание, ударил",[hɪt],[hɪt]
2802,being,будучи,[ˈbiː.ɪŋ],[ˈbiː.ɪŋ]
2803,item,вещь,[ˈaɪtəm],[ˈaɪtəm]
2804,anxious,тревожный,[ˈæŋkʃəs],[ˈæŋkʃəs]
2805,forth,вперед,[fɔːθ],[fɔːrθ]
2806,bewilder,сбивать с толку,[bɪˈwɪl.dər],[-dɚ]
2807,place,"место, местечко, город",[pleɪs],[pleɪs]
2808,exhaust,выхлоп,[ɪɡˈzɔːst],[-ˈzɑːst]
2809,maintain,поддерживать,[meɪnˈteɪn],[meɪnˈteɪn]
2810,divert,"отвлекать, отводить, отклонять, отвлечь",[daɪˈvɜːt],[dɪˈvɝːt]
2811,glove,перчатка,[ɡlʌv],[ɡlʌv]
2812,aggregate,"совокупный, агрегатный, общий, совокупность",[ˈæɡ.rɪ.ɡət],[ˈæɡ.rɪ.ɡət]
2813,farm,ферма,[fɑːm],[fɑːrm]
2814,ghost,призрак,[ɡəʊst],[ɡoʊst]
2815,roar,рев,[rɔːr],[rɔːr]
2816,ill,больной,[ɪl],[ɪl]
2817,warehouse,"складской, пакгауз, товарный склад, склад",[ˈweə.haʊs],[ˈwer-]
2818,green,зеленый,[ɡriːn],[ɡriːn]
2819,guide,руководство,[ɡaɪd],[ɡaɪd]
2820,dark,тьма,[dɑːk],[dɑːrk]
2821,horrible,"ужасный, страшный, отвратительный, какой ужас",[ˈhɒr.ɪ.bl̩],[ˈhɔːr-]
2822,consideration,"рассмотрение, внимание, соображение",[kənˌsɪdəˈreɪʃn],[kənˌsɪdəˈreɪʃn]
2823,something,что-то,[ˈsʌmθɪŋ],[ˈsʌmθɪŋ]
2824,inform,"сообщить, информировать, сообщать, поставить в известность",[ɪnˈfɔːm],[ɪnˈfɔːrm]
2825,settle,селиться,[ˈsetl],[ˈsetl]
2826,tube,трубка,[tjuːb],[tuːb]
2827,slaughter,бойня,[ˈslɔː.tər],[ˈslɑː.t̬ɚ]
2828,wine,вино,[waɪn],[waɪn]
2829,abandon,отказаться,[əˈbændən],[əˈbændən]
2830,spade,лопата,[speɪd],[speɪd]
2831,fruit,"фрукты, плоды, плод",[fruːt],[fruːt]
2832,imminent,"надвигающийся, угрожающий, близкий, неизбежный",[ˈɪm.ɪ.nənt],[ˈɪm.ɪ.nənt]
2833,giant,"гигант, великан, исполин",[ˈdʒaɪənt],[ˈdʒaɪənt]
2834,gesture,жест,[ˈdʒes.tʃər],[-tʃɚ]
2835,ascertain,выяснять,[ˌæs.əˈteɪn],[-ɚ-]
2836,extract,извлекать,[ˈekstrækt],[ˈekstrækt]
2837,smother,"душить, тушить, подавлять, задушить",[ˈsmʌð.ər],[-ɚ]
2838,contradict,противоречить,[ˌkɒn.trəˈdɪkt],[ˌkɑːn-]
2839,map,"карта, план, таблица",[mæp],[mæp]
2840,skillet,"сковорода с длинной ручкой, сковорода",[ˈskɪl.ɪt],[ˈskɪl.ɪt]
2841,eager,"нетерпеливый, стремящийся, энергичный",[ˈiː.ɡər],[-ɡɚ]
2842,resort,курорт,[rɪˈzɔːt],[rɪˈzɔːrt]
2843,awesome,"устрашающий, отлично смотрящийся, испытывающий страх, здорово",[ˈɔː.səm],[ˈɑː-]
2844,reduction,сокращение,[rɪˈdʌkʃn],[rɪˈdʌkʃn]
2845,follow,следовать,[ˈfɒləʊ],[ˈfɑːloʊ]
2846,representative,представитель,[ˌreprɪˈzentətɪv],[ˌreprɪˈzentətɪv]
2847,razor,"бритва, брить",[ˈreɪ.zər],[-zɚ]
2848,dull,скучный,[dʌl],[dʌl]
2849,flatter,"льстить, обольщать, преувеличивать достоинства",[ˈflæt.ər],[ˈflæt̬.ɚ]
2850,live,прямой эфир,[lɪv],[lɪv]
2851,armed,вооруженный,[ɑːmd],[ɑːrmd]
2852,style,стиль,[staɪl],[staɪl]
